@relation sementesnormalizado
			
@attribute ALONGAMENTO numeric
@attribute AREA	numeric
@attribute AREA_CONVEA numeric
@attribute AREA_PREENCHIDA numeric
@attribute BORDAS numeric
@attribute BRILHO numeric
@attribute CENTROIDE_PONDERADO_EIXO_X numeric
@attribute CENTROIDE_PONDERADO_EIXO_Y numeric
@attribute CENTROIDE_EIXO_X numeric
@attribute CENTROIDE_EIXO_Y numeric
@attribute CIRCUNFERENCIA numeric
@attribute COMPRIMENTO_DE_EIXO_MENOR numeric
@attribute COMPRIMENTO_DE_EIXO_MAIOR numeric
@attribute COMPRIMENTO numeric
@attribute CONTRASTE numeric
@attribute CONVEXCIDADE	numeric
@attribute COR_VERMELHA	numeric
@attribute COR_VERDE numeric
@attribute COR_AZUL numeric
@attribute COR_MEDIA numeric
@attribute COR_DOMINANTE numeric
@attribute CORRELACAO numeric
@attribute DESVIO_PADRAO numeric
@attribute DIAMETRO numeric
@attribute DIAMETRO_EQUIVALENTE	numeric
@attribute DIAMETRO_MAXIMO_DE_FERET numeric
@attribute DIAMETRO_MINIMO_DE_FERET numeric
@attribute DIAMETRO_MEDIO_DE_FERET numeric
@attribute EXCENTRICIDADE numeric
@attribute ENERGIA numeric
@attribute ENTROPIA numeric
@attribute ESFERICIDADE	numeric
@attribute EXTENSAO numeric
@attribute FORMA numeric
@attribute HOMOGENIEDADE numeric
@attribute INTENSIDADE_MAXIMA numeric
@attribute INTENSIDADE_MINIMA numeric
@attribute INTENSIDADE_MEDIA numeric
@attribute MANCHAS numeric
@attribute QUANTIDADE_DE_MANCHAS numeric
@attribute MEDIA_DE_PIXEL_DO_ELEMENTO numeric
@attribute NUMERO_DE_EULLER numeric
@attribute ORIENTACAO numeric
@attribute PERIMETRO numeric
@attribute RAIO numeric
@attribute REDONDEZA numeric
@attribute RELACAO_DE_FERET numeric
@attribute SOLIDEZ numeric
@attribute VOLUME numeric
@attribute LARGURA numeric
@attribute REGIAO numeric
@attribute CLASS {Aglutinada,Quebradiça,Moldada,Achatada,Compartimentada,Chapada}
@DATA	
0.32808,0.43913222001498,0,0,0.005063089599172,0.001257348194249,1.33443780302163E-06,1.19646868250701E-06,1.33443780302163E-06,1.19646868250701E-06,0.001316478987569,0.000756669180944,0.000336624631603,0.560975609756098,0.418543580499828,0.000779629798001,0.596442713469231,0.762072317333074,0.69629952309338,0.678002091352739,1,0.499585135884637,0.030807404408177,1,0.000796760539112,0.602416065985158,1,0.959539791760572,0.786289573245348,0.257383351926283,0.007896681203197,0.016836355691939,1,0,0.288318741778991,0.765873015873016,0,0.539048717048759,0,0,0.001220723418802,0.377341128071885,0.499986383707133,0.015249217304682,0.131671606353718,0.712241578849084,1,1,1,1,0,Aglutinada
0.46422,0.49165660488203,0.368175460054775,0.258890329611212,0.109994825458743,0.085506508766597,0.009451989763528,0.303807926096522,0.009451989763528,0.303807926096522,0.044918554474393,0.304309609203724,0.593733497577458,0.75609756097561,0.58796898479036,0.085317044296951,0.84765306789344,0.909919856681534,0.075918762055194,0.878314504061586,1,0.500373624766803,0.682540671297017,0.002063907584725,0.510617013766671,0.002199867773907,0.002063907584725,0.002368664545819,0.924403662004425,0.221380748993258,0.582076022658825,0.034633926595723,0.319071172779656,0,0.193188407846909,0.797619047619048,0,0.707058498113751,1,0.121610578708863,0.22941142594015,0.316336472880805,0.452668932343697,0.117822328162801,0.002717617014513,0.000405750303444,3.98249143715103E-05,0.458114747711301,0.002063924237238,0.002063907584725,1,Aglutinada
0.2399,0.513835683465863,0.157049581780275,0.090349957582989,0.082583688253791,0.077473280069955,4.50372758519802E-06,0.350423841552849,4.50372758519802E-06,0.350423841552849,0.025863736323674,0.30361730971705,0.025834650027617,0.609756097560976,0.493026605103511,0.075934890861106,0.769878497225377,0.866931112649437,0.668360569543881,0.817669115768676,1,0.500431376997933,0.448074666998889,0.002553159476331,0.308222089140606,0.002827186451367,0.002553159476331,0.002973139453097,0.67364308196499,0.242482207974157,0.316534424413719,0.38232372649512,0.260271276911945,0,0.198845876412599,0.916666666666667,0,0.776678854257948,1,0.064482579303172,0.094861488198482,0.402836418750677,0.982835134481733,0.096551693468052,0.003361887556232,0.001046023609581,3.77083502780987E-05,0.383583280858744,0.002553174477424,0.002553159476331,0,Aglutinada
0.33176,0.392443834190184,0.000324306087408,0.00029542471038,0.110633682283167,0.067135083806134,2.66887560604327E-06,0.025254014040261,2.66887560604327E-06,0.025254014040261,0.054013658306893,0.008479066105952,0.001943516585682,0.528455284552846,0.361698457301667,0.06840764402122,0.08303421383564,0.869968920083267,0.638148868981188,0.850032567881389,1,0.500532632481218,0.783681647823424,0.001881457500677,0.016859721908598,0.001956812603985,0.001881457500677,0.002139558239276,0.80383287926442,0.281171214323903,0.709057982723487,0.398836936612033,0.38967819432971,0,0.361611247047509,0.797619047619048,0,0.740847490851559,1,0.154743332590446,0.318728220670222,0.329869005088232,0.548678802766608,0.099762523125089,0.002477318080707,0.009822112531039,4.12268388921868E-05,0.57879928311638,0.000187946587598,0.001881457500677,0,Aglutinada
0.070317,0.670790276863194,0.172472864429158,0.129288543728605,0.117159574891534,0.054584829159821,4.0033134090649E-06,0.283062654727704,4.0033134090649E-06,0.283062654727704,0.038958192049588,0.232473213927053,0.371544647163843,0.585365853658537,0.496317456557044,0.055541742202001,0.698965637671918,0.765611440763269,0.636064741341014,0.731784665110734,1,0.500278455100086,0.569148991393362,0.001690369869672,0.366818377391535,0.001857516193187,0.001690369869672,0.001962621923018,0.376926286557807,0.211138835967008,0.448046780262817,0.219788420359555,0.31797450398798,0,0.210910428128934,0.801587301587302,0,0.691711275730113,1,0.152663249387118,0.154421983175378,0.273844321749486,0.980524255063733,0.120930873772591,0.002225709466781,0.000837607139923,3.81261921718223E-05,0.510069856138895,0.001690356853467,0.001690369869672,2,Aglutinada
0.10116,0.590640759759997,0.056033030400645,0.039211020606161,0.1756736854675,0.024287212348724,6.67218901510817E-07,0.313439498990704,6.67218901510817E-07,0.313439498990704,0.104437700559778,0.128983223866782,0.217845509037218,0.536585365853659,0.466959439108653,0.019120567691721,0.7334610564874,0.780001243837971,0.588949484867685,0.075603802488233,1,0.500272187767862,0.409827555777037,0.002315216772168,0.193954008821767,0.002575927425586,0.002315216772168,0.002701006706153,0.384651886343687,0.227509106787654,0.277864979507006,0.322848096614411,0.196941216502918,0,0.243836895181251,0,0,0,1,0.083426194190625,0.079602651909445,0.61816607123525,0.789692744183203,0.141067489682653,0.003048520464343,0.001332106079395,3.74491652081785E-05,0.431536982475944,0.000231322858795,0.002315216772168,0,Aglutinada
0.12757,0.485898122733639,0.001517351465415,0.001181698841521,0.287469649325319,0.131087344880943,0.171341146689076,0.049506882910434,0.171341146689076,0.049506882910434,0.364916211024502,0.024989576425749,0.00300407519068,0.504065040650406,0.040425370403791,0.12087694590464,0.798698380291467,0.950965552555875,0.843355103657174,0.087333447727322,1,0.500132556849695,0.552973910154587,0.002127603461727,0.035358891782794,0.00222571204521,0.002127603461727,0.002424733483791,0.494540069682339,0.223197669161264,0.429754048839881,0.327961476796333,0.365131262030047,0,0.310142426771141,0,0,0,1,0.11329024589555,0.145379648649728,0.806917830464437,0.017344378277289,0.28794738152839,0.002801486552488,0.008738813487678,4.08917447384641E-05,0.541544079708024,0.00212762929559,0.002127603461727,0,Aglutinada
0.36142,0.390144297501182,0.000125101945008,7.75920931932767E-05,0.153530629303825,0.065878077189771,1.50124252839934E-06,0.001939326175759,1.50124252839934E-06,0.001939326175759,0.109329591878321,0.004904173661039,0.012693341172258,0.576727642276423,0.48512188657279,0.055361756266881,0.744156365675674,0.893098850493188,0.88617868723571,0.81749767796031,1,0.500422628951747,0.466388430352675,0.002734017163454,0.009056801413702,0.003078530491197,0.002734017163454,0.003204454013197,0.819424331782369,0.026706447823929,0.335552019162165,0.501244907549585,0.28255312694095,0,0.21180147942803,0.853174603174603,0,0.696806355212888,1,0.049476264764876,0.10272460320791,0.618274331492909,0.008568260699211,0.121557919453536,0.003600026214059,0.01739000604764,3.68063315255268E-05,0.418658770557228,0.002734036939654,0.002734017163454,0,Aglutinada
0.20474,0.450720798904061,0.00287429346824,0.002215110571607,0.253323647653545,0.028390245901919,1.83485197915475E-06,0.039965942518953,1.83485197915475E-06,0.039965942518953,0.245400327110783,0.030612395888427,0.057411574428077,0.495934959349593,0.386411043991525,0.027133343600572,0.736134013303525,0.739949804748786,0.642910925991417,0.738015339548133,0,0.500555649674784,0.542363555195648,0.001602884547699,0.048560044937223,0.001628190792395,0.001602884547699,0.001807009055171,0.627464799432443,0.291167273466034,0.417844141699907,0.28261281294764,0.406937916247302,0,0.311825523669434,0.884920634920635,0,0.675119725845054,1,0.19188767550702,0.13962888904821,0.554779690375663,0.019470743032765,0.18581453678668,0.002110579464651,0.003997952504838,4.26109829067474E-05,0.539037935442566,0.001602897757081,0.001602884547699,0,Aglutinada
0.17576,0.532813943912002,0.000173486320952,0.000112652224192,0.168089002109621,0.084414825846515,1.33443780302163E-06,0.036857965557555,1.33443780302163E-06,0.036857965557555,0.094324050319974,0.011302339708441,0.00780287905485,0.560467479674797,0.403935242601763,0.083150100229281,0.734282790497742,0.828070149494344,0.756874285444031,0.780465933086445,1,0.500304310996823,0.458934188806179,0.00242962807851,0.011192362099114,0.002651462409314,0.00242962807851,0.002813455117753,0.578142513356171,0.243867384735904,0.327779873505309,0.353748954890261,0.267701976668628,0,0.297950582012079,0.845238095238095,0,0.775671615309102,1,0.080974667558131,0.099480923754325,0.49810544549096,0.703086452344364,0.182501423082396,0.003199231482583,0.035620696267501,3.85071053220744E-05,0.466896782658324,0.0002427659615,0.00242962807851,0,Aglutinada
0.19293,0.532723835441472,0.089778299302263,0.081705623645012,0.18754925765235,0.162331815588932,1.33443780302163E-05,0.236788630197404,1.33443780302163E-05,0.236788630197404,0.111273091790188,0.195407203141503,0.0226252988444,0.585365853658537,0.389237813263218,0.155418164230053,0.666251803186766,0.751673898897701,0.688887480323914,0.708316537632125,1,0.500208112741391,0.69740762658195,0.0022363207427,0.291504614500193,0.002294913482187,0.0022363207427,0.002530557134719,0.62276632573513,0.246757666983358,0.600348618989386,0.338118053510621,0.411601320922186,0,0.304230372119995,0.892857142857143,0,0.813131606615855,1,0.141965678627145,0.241005432948381,0.430605174840316,0.032076651392336,0.197474918172762,0.002944700142334,0.001182960222711,4.20091811612862E-05,0.630122590468649,0.002236346451231,0.0022363207427,0,Aglutinada
0.066761,0.416692456445441,4.35895278774646E-07,5.74756245876124E-07,0.079349599968157,0.031726778681441,0.022745825961955,1.57036514579046E-06,0.022745825961955,1.57036514579046E-06,0.029814508372234,0.000756669180944,0.000890831899988,0.390243902439024,0.308008656932159,0.030755637858402,0.67449351675659,0.766195312377176,0.648916473683045,0.719650285251893,1,0.500496218423839,0.338337434204379,0.003229638642761,0.001127091499949,0.003763233652636,0.003229638642761,0.003836739113708,0.350196412563391,0.31689198475562,0.209919110286646,0.567909348391937,0.487537947814964,0,0.415526922478537,0.80952380952381,0,0.723386616273727,1,0.03729292028824,0.05511650548437,0.444408357691891,0.500011393224644,0.082565461790238,0.004252556634519,0.25831878398932,3.50057133484823E-05,1,0.003229661525643,0.003229638642761,0,Aglutinada
0.00033701,0.4907004320288,0,0,0.070650400031843,0.033212642480675,2.50207088066556E-06,2.09382019438728E-06,2.50207088066556E-06,2.09382019438728E-06,0.022450159539127,0.000756669180944,0.000336624631603,0.422256097560976,0.372316375073639,0.031468468752648,0.645512304555701,0.80188326831899,0.772578594723729,0.722512884258259,1,0.500153330308072,0.254222858981946,0.004688853279527,0.000796760539112,0.005616242400875,0.004688853279527,0.005632221775391,0.050709621468986,0.26858469474422,0.138187843699735,0.72338618462932,1,0,0.340409883597584,0,0,0,1,0.022509471807444,0.032475160459323,0.473476236873444,0.499986383707133,0.072421552582895,0.006173931504501,0.778964600503983,3.35990017684669E-05,1,0.004688864478879,0.004688853279527,0,Aglutinada
0.1449,0.405690172844966,1.74358111509858E-06,1.72426873762837E-06,0.015384309198742,0.008802803671279,5.00414176133113E-07,5.60844694925163E-07,5.00414176133113E-07,5.60844694925163E-07,0.003144410874293,0.000955929779267,0.001637629402031,0.414634146341463,0.354193088961767,0.006528046571206,0.559310317716607,0.765979949896637,0.691174199142518,0.661078057260157,1,0.500424923107951,0.100862740212415,0.029450480700575,0.00159424760845,0.044023379979228,0.029450480700575,0.0038924285081,0.52917085964537,0.308466991897376,0.036864031848884,0.000486783767083,0.316713847339604,0,0.348118184518337,0.773809523809524,0,0.60865512680751,1,0.002451526632494,0.006729363158867,0.399480350763235,0.200375698529718,0.020981571082966,0.038778087317369,0.138988739545686,2.36043057344732E-05,0.78939964155819,0.029450502264896,0.029450480700575,2,Aglutinada
0.12218,0.430695273417234,0.008227523386871,0.00533373796173,0.171573856625403,0.081537373744274,1.58464489108819E-06,0.1104279274934,1.58464489108819E-06,0.1104279274934,0.114190699452072,0.031236396183175,0.113972269805969,0.463414634146341,0.383294639596061,0.080303724719244,0.527677040242229,0.640441570615599,0.591322363152977,0.583206409459917,1,0.500444204104271,0.466222319120441,0.002787869132192,0.073535581576124,0.002852733173494,0.002787869132192,0.00315131791198,0.478925241673358,0.338521130121946,0.335380870876975,0.471948246977867,0.140662633931957,0,0.30615391143233,0.924603174603175,0,0.708374107140782,1,0.076591635093975,0.102653585786065,0.518566634188589,0.889524624648825,0.163183079550306,0.000366855525109,0.002097452868174,4.21767282381476E-05,0.421343925127361,0.002787873281915,0.002787869132192,2,Aglutinada
0.20505,0.778430156983515,0.000657330080392,0.000494290371453,0.125761254627234,0.038503683917489,0.022240240839335,0.051209607404227,0.022240240839335,0.051209607404227,0.04623142099811,0.022426783618567,0.013975973464309,0.73119918699187,0.591862593403406,0.028191302164223,0.525904741041959,0.697083099455662,0.610000338350554,0.610196965310426,1,0.498377602984924,0.30409775646017,0.004052811344103,0.02269571023168,0.005017403430279,0.004052811344103,0.004934379147404,0.625875266042307,0.196123759727119,0.179565458530922,0.044098693050104,0.341117290264656,0,0.175254232493671,0.952380952380952,0,0.573013589203018,1,0.031349825421588,0.045127822523433,0.565172675110967,0.8862861700147,0.119263199089227,0.005336506875322,0.026590373957034,3.19652468026639E-05,0.512228509812924,0.004052827646734,0.004052811344103,14,Aglutinada
0.33841,0.471783358775532,1.30768583632394E-06,1.72426873762837E-06,0.057148827767385,0.008343722993998,1.50124252839934E-06,1.19646868250701E-06,1.50124252839934E-06,1.19646868250701E-06,0.017652363293912,0.000756669180944,0.00134684847838,0.601626016260163,0.475815297495002,0.005027854524358,0.568120745502628,0.66030875944535,0.539887490174037,0.613517910072492,1,0.50009045530177,0.201773237404097,0.000665445303372,0.00159424760845,0.000859876312446,0.000665445303372,0.008250244383108,0.7957800226041,0.286472063922969,0.098723062644199,7.0454357918365E-05,1,0,0.229325488310256,0.813492063492063,0,0.55789570738004,1,0.013817695564966,0.021492233592552,0.486575728050233,0.500036402742155,0.046770492386509,0.008764737777594,0.018647098409767,2.99300627180135E-05,1,0.006656471429447,0.000665445303372,5,Aglutinada
0.12847,0.687429455199859,0,0,0.048979023205827,0.008999210955086,1.83485197915475E-06,1.64514443844715E-06,1.83485197915475E-06,1.64514443844715E-06,0.011353709870748,0.000756669180944,0.000336624631603,0.609756097560976,0.488127024683183,0.004931057964749,0.557792198951739,0.651110388609871,0.551838041067188,0.603745954995608,1,0.500395346140271,0.155112592269599,0.011978991165726,0.000796760539112,0.015170418927273,0.011978991165726,0.014722635558791,0.493745302987271,0.021933284610291,0.067586155795076,0.000107170432872,1,0,0.226129018570641,0.908730158730159,0,0.565028508736248,1,0.007874600698314,0.013644643321853,0.480296633105987,0.499986383707133,0.042256652910204,0.01577292720084,1,3.08724295421561E-05,1,0.01197898873514,0.011978991165726,7,Aglutinada
0.4722,0.587506637629966,7.41021973916898E-06,7.47183119638961E-06,0.210995900171158,0.049423245741378,1.58464489108819E-06,0.018176752224647,1.58464489108819E-06,0.018176752224647,0.140829885942812,0.002555913728302,0.00178446341573,0.860772357723577,0.759357646045634,0.050282874802155,0.651338723668575,0.677526989764467,0.533688665840917,0.664236990347651,1,0.500579559320325,0.551437381256424,0.001695774368327,0.002874580446816,0.00169450175166,0.001695774368327,0.001900342271918,0.916642998981997,0.242865979890831,0.428022430895608,0.024276825168418,0.530246535244065,0,0.053024624131932,0,0,0,1,0.190996211277023,0.144535697427334,0.445436830139656,0.538075878876128,0.165059769460652,0.002232952745061,0.158179840690031,4.35930139368408E-05,0.70749716216017,0.001695786567301,0.001695774368327,2,Aglutinada
0.018344,0.634729575232998,0.000102435390512,6.09241620628691E-05,0.131765712693548,0.028227654828716,1.66804725377704E-06,0.01972722607859,1.66804725377704E-06,0.01972722607859,0.060270996161068,0.003581712532169,0.012348434344053,0.519817073170732,0.45319877638234,0.019684028815068,0.072421310176652,0.830482209276385,0.786676146381394,0.776719634036954,1,0.499758634598901,0.292864484380353,0.004125434294775,0.008170900987067,0.005013280248837,0.004125434294775,0.000498308286968,0.132722531752683,0.201376637836601,0.169950951921728,0.530130492459619,0.244118473027072,0,0.257796698867092,0.904761904761905,0,0.660657324138017,1,0.028898298789095,0.042087285927685,0.63467576052831,0.030171481925066,0.100918777572221,0.005432067318591,0.025502488558129,3.28782074051532E-05,0.4154997651806,1.93073558406434E-07,0.004125434294775,0,Aglutinada
