MODEL,K,SEED,SILHOUETTE,DB,CR
EM,2,3,0.3582060705527648,2.3631853601271784,-0.0950795905948475
EM,2,12,0.3582060705527648,2.3631853601271784,-0.0950795905948475
EM,2,17,0.3582060705527648,2.3631853601271784,-0.0950795905948475
EM,2,21,0.3582060705527648,2.3631853601271784,-0.0950795905948475
EM,2,30,0.3582060705527648,2.3631853601271784,-0.0950795905948475
EM,3,3,0.081122578455237,13.450338170308113,-0.10842641652089796
EM,3,12,0.07631249367238353,20.775217917977933,-0.10933436428112911
EM,3,17,0.081122578455237,9.796171032076137,-0.10842641652089796
EM,3,21,0.07631249367238353,20.775217917977933,-0.10933436428112911
EM,3,30,0.08216487892192659,9.835885957485276,-0.10825118219192754
EM,4,3,0.07434486300159067,23.24379589052414,-0.11334978993007287
EM,4,12,0.07434486300159066,20.578215395565902,-0.11334978993007287
EM,4,17,0.07434486300159066,17.374629101315286,-0.11334978993007287
EM,4,21,0.07434486300159066,25.90937638548238,-0.11334978993007287
EM,4,30,0.09193928145488499,16.005980451407062,-0.11421495964807764
EM,5,3,0.07500574783870664,12.530025890837573,-0.11686669454048876
EM,5,12,0.07306776129155815,25.359718052197042,-0.11750451836237505
EM,5,17,0.10746699080491895,30.833483642814805,-0.11607465073453342
EM,5,21,0.07306776129155816,25.359718052197042,-0.11750451836237505
EM,5,30,0.07500249202691246,7.532792626379242,-0.11661239321318093
EM,6,3,0.0671017812650014,14.646586963516723,-0.04067638464589198
EM,6,12,0.07777100271104902,11.192745089164603,-0.11910610349188967
EM,6,17,0.11361699073217812,21.769769596741497,-0.1187437367884841
EM,6,21,0.05453429792871232,24.401260511102063,-0.12003743885469667
EM,6,30,0.06645392565674518,10.88986676773066,-0.11705658611052824
EM,7,3,0.06954523706279918,13.262126786138467,-0.08118370473940181
EM,7,12,0.06567054759026487,14.900918728088586,-0.12062080524978885
EM,7,17,0.05841466393079736,20.89493299698416,-0.1212255455809312
EM,7,21,0.08071658079768992,12.2277814475477,-0.0778549306699906
EM,7,30,0.06531248866653047,13.390149181519373,-0.12069734567723239
EM,8,3,0.10986199266730425,14.267384523524115,-0.12073539643553204
EM,8,12,0.1208835443395641,16.018919389151712,-0.08918398302626679
EM,8,17,0.07109823826814766,15.250642520782014,-0.08043092751141259
EM,8,21,0.1237503190167349,25.16090110563568,-0.12122741816558866
EM,8,30,0.05727408761155189,48.831803517589776,-0.12248623116134885
EM,9,3,0.1045257469189362,26.948299567889364,-0.09203451249100643
EM,9,12,0.10405593756550566,16.249045270617717,0.06124352657102154
EM,9,17,0.11763218258437101,15.380096284834545,-0.08505526868511627
EM,9,21,0.11339406481944253,18.495527691045528,-0.12336084127034627
EM,9,30,0.12197018798006784,11.697357282917627,0.0268675670936708
EM,10,3,0.17006356507565296,30.136758179544366,-0.0923502815559941
EM,10,12,0.2716932487185447,14.092121425497101,-0.1208753549116564
EM,10,17,0.13019862872401128,14.752130296563996,-0.12438759302414765
EM,10,21,0.10506337010809227,22.46731824944793,-0.0961689426360398
EM,10,30,0.12521559749614228,21.605464957622395,-0.12426019563116103
